gene_id,D1_dNA,D2_dNA,D3_dNA,E1_dNA,E1_dPA,E2_dNA,E2_dPA,E3_dNA,E3_dPA,P1_dNA,P1_dP,P2_dNA,P2_dP,P3_dNA,P3_dP,T1_CD71A,T2_CD71A,T3_CD71A
MSTRG.20379|Plekhg6,266,203,376,78,121,88,125,124,143,145,141,111,95,169,112,224,282,301
MSTRG.20382|Gm28809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MSTRG.20383|Cd9,7087,7305,7602,3989,2074,3624,2322,2894,2219,5269,6458,4798,4281,6417,7125,7220,5985,7656
MSTRG.20385|Gm26728,7,9,8,1,0,0,0,5,0,1,14,4,18,4,7,4,1,8
MSTRG.20384|Gm28809,208,219,250,79,82,85,87,67,110,171,412,144,230,244,362,164,152,164
MSTRG.20386|Vwf,1076,789,627,1621,196,1735,236,1368,191,1987,1971,1296,1848,1598,4421,267,276,191
ENSMUSG00000049107|Ntf3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20387|Akap3,0,3,5,0,0,0,2,12,7,9,43,18,29,7,31,6,0,5
MSTRG.20388|Ndufa9,1120,1139,1085,2929,3080,2644,3109,2516,3140,1818,1664,1936,957,1745,1625,1678,1250,1266
MSTRG.20389|1700018A23Rik,0,5,0,0,5,0,10,0,6,6,0,0,5,0,0,0,0,3
MSTRG.20390|Dyrk4,46,25,42,9,0,0,8,0,2,11,5,39,7,13,7,45,32,66
MSTRG.20391|Dyrk4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,3
MSTRG.20392|Rad51ap1,1925,2294,2455,1886,1814,2025,1833,1912,1860,1758,305,1302,215,1353,440,2487,2235,2533
MSTRG.20393|Gm17808,5,2,0,0,2,0,0,3,0,0,0,0,0,0,0,4,0,0
MSTRG.20394|D6Wsu163e,739,893,901,1311,1150,1266,986,1191,1132,1027,565,1053,399,1059,665,950,834,941
ENSMUSG00000107389|Gm43124,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MSTRG.20395|Tigar,342,294,263,594,1529,673,1503,937,1695,335,423,298,246,422,382,579,419,356
MSTRG.20396|Platr31,3,0,0,4,0,0,10,0,0,0,0,0,0,0,2,4,2,0
MSTRG.20398|Gm43126,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.20399|Ccnd2,2191,1872,1194,7504,9209,6872,8291,7293,9605,8513,2562,6948,1903,6272,3554,2073,1736,1301
MSTRG.20400|9330179D12Rik,2,0,4,9,9,5,10,10,12,8,3,2,0,3,4,13,0,0
MSTRG.20401|Gm18995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20402|9330179D12Rik,14,20,24,11,14,10,28,12,16,14,24,28,11,24,25,21,24,10
MSTRG.20403|Tpi-rs11,428,422,438,214,345,250,401,282,346,477,581,726,335,445,520,389,430,265
ENSMUSG00000062365|Gm4968,8,7,9,16,14,17,15,9,18,12,6,20,5,4,13,8,22,3
ENSMUSG00000107013|Gm43635,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000081113|Gm7308,4,2,7,3,2,2,0,7,2,3,0,2,2,2,2,6,0,4
MSTRG.20405,4,3,0,4,3,8,5,4,3,13,17,22,2,5,23,0,0,0
MSTRG.20407|Parp11,455,424,412,1532,835,1513,707,1108,676,669,540,618,291,605,598,710,589,502
MSTRG.20408|Gm43633,7,9,3,14,11,17,14,5,8,16,5,0,3,10,2,5,7,4
MSTRG.20406,11,6,8,50,134,64,91,116,97,43,32,68,10,34,31,20,16,5
ENSMUSG00000106862|Gm42811,5,0,0,7,0,0,2,5,0,0,0,0,0,0,0,5,0,0
MSTRG.20414|Cracr2a,5458,5501,5978,1099,1061,1029,1111,1356,990,2065,1287,1682,663,2560,1416,3846,4289,4880
MSTRG.20414|Gm43634,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
MSTRG.20412|Tspan9,67,29,38,113,33,139,72,108,33,86,149,87,140,78,289,41,21,14
MSTRG.20413|Gm26338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20410|Gm4691,159,181,192,175,183,139,196,159,213,174,203,254,117,203,203,214,196,150
MSTRG.20411|Rpl18-ps2,81,56,63,225,115,114,150,114,121,77,54,104,28,62,66,116,96,72
MSTRG.20415|Tulp3,71,91,56,120,260,141,250,104,191,162,483,157,304,197,479,74,57,86
MSTRG.20416|Gm44190,0,0,0,0,2,0,3,0,0,2,0,0,1,0,0,0,0,0
MSTRG.20425|Fkbp4,0,0,0,8,30,28,19,31,27,8,5,9,0,7,10,16,3,0
MSTRG.20426|Fkbp4,2377,2138,2013,10726,16749,11346,15250,11646,16407,7359,3643,7202,2308,5125,4682,4619,3922,3102
MSTRG.20419|Gm44371,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
MSTRG.20420|Foxm1,11471,11781,12092,5628,4394,5835,3780,5689,4505,5585,1671,5801,1037,7703,2724,9234,11055,11616
MSTRG.20420|Tex52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20420|Gm44596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20421|Gm15862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
MSTRG.20420|Nrip2,5,0,4,36,46,52,37,28,48,26,15,61,11,37,25,5,13,9
MSTRG.20422|Itfg2,203,219,186,743,580,751,628,631,662,582,390,478,257,447,461,355,295,204
MSTRG.20417|Gm26770,132,98,116,141,51,113,42,114,55,83,63,92,23,93,46,112,106,141
MSTRG.20418|Rhno1,2673,2835,3054,2896,2257,3174,2271,2674,2141,2632,1200,2551,777,2600,1547,2888,2783,2903
MSTRG.20420|Gm43965,1914,1689,1870,774,1164,1159,1471,1059,940,3173,468,2512,202,1516,491,2129,1712,2373
ENSMUSG00000057370|Gm8724,8,6,9,14,7,7,12,8,4,18,6,18,2,7,6,12,8,3
MSTRG.20427|Gm10069,27,24,13,52,50,45,54,36,42,30,19,31,7,29,10,28,34,21
MSTRG.20430|Pzp,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MSTRG.20428|Stambp-ps1,15,8,28,15,11,14,17,9,9,5,12,16,8,10,6,23,22,18
MSTRG.20429|Gm8719,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030361|Klrb1a,0,15,7,6,0,0,0,12,0,0,0,0,0,0,0,4,0,0
MSTRG.20424|Gm5884,795,949,829,596,618,693,677,765,699,730,915,747,533,798,892,802,891,727
ENSMUSG00000107495|Gm44215,2,2,1,2,3,3,2,4,2,2,2,0,1,4,3,1,2,1
ENSMUSG00000079299|Klrb1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
MSTRG.20423|Klrb1c,24,25,0,12,0,0,0,13,0,24,0,0,0,10,0,0,0,0
MSTRG.20423|Gm44511,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0
MSTRG.20423|Klrb1b,319,228,203,119,5,84,0,112,4,87,10,64,6,100,19,30,45,50
MSTRG.20431|Gm44066,27,15,16,62,56,88,77,79,73,28,32,17,21,23,32,21,8,19
MSTRG.20432|Gm44223,2,3,2,4,18,3,15,8,13,2,2,0,2,0,1,2,0,2
MSTRG.20434|Gm44067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20435|Gm44067,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
MSTRG.20437|Gm8774,0,0,1,1,44,4,23,23,38,3,2,0,3,3,0,0,4,0
MSTRG.20438|Clec2i,995,1267,1063,567,809,564,774,822,760,334,805,364,352,422,583,1329,1234,1433
MSTRG.20434|BC035044,272,306,231,1361,4856,1490,4289,1977,4830,311,245,492,155,430,227,331,212,177
MSTRG.20436|Gm44078,12,12,12,9,23,24,21,14,34,0,10,18,3,4,3,15,9,12
MSTRG.20433,5,1,0,6,18,11,21,15,9,0,4,3,2,0,0,3,1,14
MSTRG.20440|Clec2g,19,20,11,4,18,5,15,6,16,21,17,23,17,41,21,2,0,17
MSTRG.20443|Gm8778,0,1,0,4,3,9,5,4,5,1,2,4,0,1,0,1,0,0
MSTRG.20441|Mir7649,422,463,342,106,329,124,277,157,221,419,541,458,224,434,520,65,84,180
MSTRG.20442|Clec2g,79,81,65,21,82,24,47,40,38,117,95,117,62,128,89,13,8,25
MSTRG.20441|Gm15987,73,78,57,34,69,31,56,34,78,146,177,220,162,155,208,7,14,35
MSTRG.20439|BC064078,64,69,42,73,31,56,35,53,45,76,96,86,72,126,159,33,33,41
ENSMUSG00000089728|Clec2f,10,23,8,24,20,11,3,15,13,0,0,0,0,0,0,7,0,0
MSTRG.20445|Klrb1f,4643,5122,5244,283,578,329,713,423,660,1082,391,829,188,1218,364,2871,3256,4315
MSTRG.20448,0,43,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0
MSTRG.20446|Gm43992,4,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,3,0
MSTRG.20447|Gm44000,57,85,62,18,84,40,74,51,79,25,35,14,15,34,23,53,69,76
ENSMUSG00000030155|Clec2e,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000089590|Gm26160,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.20444|Clec2d,746,812,614,620,276,653,302,410,207,488,654,568,412,569,840,548,599,604
MSTRG.20450|2310001H17Rik,772,743,950,240,126,258,141,194,136,372,544,308,271,426,456,658,558,625
MSTRG.20453|Gm47861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20449|2310001H17Rik,9,10,10,6,7,3,3,4,0,6,3,17,3,3,8,5,14,19
MSTRG.20451|2310001H17Rik,4,2,2,6,2,0,6,2,0,0,4,23,3,0,4,5,13,6
MSTRG.20452|2310001H17Rik,7,17,13,8,4,6,4,7,2,12,4,19,15,9,4,10,9,15
MSTRG.20454|Cd69,2496,3092,3379,2451,3314,2411,3163,2335,3286,977,1846,1057,1205,1250,2522,1848,1630,1952
ENSMUSG00000047720|Clec2m,0,4,7,0,0,0,0,6,2,0,0,0,0,0,0,3,0,0
MSTRG.20457|Clec1b,68,47,56,10,0,3,8,0,6,36,54,39,36,42,123,32,56,70
MSTRG.20457|Clec9a,24,19,19,9,0,0,4,0,6,13,19,7,17,15,29,22,12,0
MSTRG.20458|Gm43914,3,7,3,0,0,0,0,0,0,7,0,0,4,6,3,0,2,0
ENSMUSG00000033082|Clec1a,6,6,4,0,5,0,5,0,9,0,8,0,0,0,20,0,0,5
MSTRG.20455|Clec12a,17120,17634,18347,3948,4959,4754,4803,6031,4306,6463,6210,5800,3775,9149,6684,19670,17888,17469
MSTRG.20456|Clec12b,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
ENSMUSG00000030160|Tmem52b,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0
MSTRG.20460|Clec7a,27,18,17,2,68,2,102,49,119,150,1679,28,948,28,1154,33,16,16
MSTRG.20460|Olr1,3307,3190,3404,851,1435,1100,1342,1522,1528,1369,899,1540,553,2030,1265,5852,5366,4765
MSTRG.20461|1700101I11Rik,6,0,9,17,11,46,17,5,11,9,5,4,4,6,10,6,0,3
MSTRG.20462|Gabarapl1,1073,942,865,3259,2603,3341,2796,3391,2908,1824,3201,1794,1985,1523,3621,1145,987,779
MSTRG.20462|Gm44243,1,9,12,27,46,44,45,32,52,24,32,44,26,31,23,14,6,8
ENSMUSG00000050241|Klre1,46,33,8,53,3,35,0,35,0,8,0,0,4,9,8,0,10,0
MSTRG.20463|Klrd1,223,161,108,262,0,185,10,163,7,37,13,42,7,31,0,21,15,25
ENSMUSG00000030149|Klrk1,87,93,47,141,0,92,3,129,3,12,6,7,0,27,0,7,14,11
MSTRG.20464|Klrc3,0,5,0,6,0,6,6,3,0,0,0,0,0,0,0,0,0,0
MSTRG.20464|Klrc2,40,39,21,79,0,51,0,44,0,0,0,4,0,6,2,0,0,11
ENSMUSG00000030167|Klrc1,61,78,43,71,0,75,0,78,0,8,10,27,0,12,10,7,0,6
MSTRG.20465|Gm44135,4,0,1,20,3,21,1,36,3,2,0,0,0,3,0,0,0,0
MSTRG.20466|Klri1,15,13,0,35,0,43,4,77,0,5,0,0,0,0,0,0,0,0
ENSMUSG00000043932|Klri2,71,60,36,84,0,60,0,105,0,9,5,0,4,21,0,14,6,13
MSTRG.20467|Klra17,14,18,10,0,0,5,0,0,0,114,71,104,30,68,101,8,6,8
MSTRG.20468|Gm44248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20469|Gm17631,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000061769|Klra6,10,3,4,30,0,30,0,17,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079852|Klra4,15,17,0,27,0,20,0,18,0,4,0,0,2,0,0,0,0,0
ENSMUSG00000072717|Klra11-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108099|Gm43988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089727|Klra8,20,12,8,37,0,17,0,41,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072721|Klra14-ps,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033024|Klra9,6,19,0,28,0,6,0,9,0,0,0,0,0,0,0,0,10,0
MSTRG.20470|Klra7,57,62,29,181,0,98,0,132,0,0,0,0,0,13,0,8,0,11
MSTRG.20471|Klra13-ps,41,35,20,70,0,29,0,49,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000067591|Klra3,0,0,0,9,0,12,0,10,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079853|Klra1,13,16,0,26,3,28,0,26,0,0,0,0,0,0,0,0,0,0
MSTRG.20473|Klra2,471,592,481,35,63,29,89,19,47,308,1486,341,808,516,1080,236,233,499
MSTRG.20472|Gm5582,23,21,29,40,29,14,31,20,34,22,37,20,26,34,29,19,21,23
ENSMUSG00000058873|Gm5582,9,12,13,11,12,10,10,10,12,12,14,14,4,7,10,6,7,4
MSTRG.20474|Magohb,197,125,133,471,537,326,565,340,555,249,275,217,146,269,275,226,178,182
MSTRG.20474|Gm44958,2,1,5,1,1,1,17,4,11,1,1,1,5,7,3,2,1,6
ENSMUSG00000032899|Styk1,8,15,11,3,0,8,0,9,4,4,0,0,10,9,0,0,3,5
MSTRG.20476|Ybx3,3534,2746,1934,17735,23011,21398,20346,21554,23872,13104,4854,13936,2757,7654,6153,4721,4206,2565
MSTRG.20477|Gm22362,0,1,4,10,13,9,10,19,18,7,1,2,0,6,5,5,1,3
ENSMUSG00000107632|Gm44070,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,3
MSTRG.20475,70,52,105,62,31,49,26,70,42,64,35,50,20,65,47,80,90,155
ENSMUSG00000107642|Tas2r141-ps4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MSTRG.20479|Smim10l1,650,601,600,1240,1042,1238,1040,1191,1055,1211,1434,1420,838,1072,1444,891,804,799
MSTRG.20480|Smim10l1,0,5,5,5,10,3,0,0,6,5,2,36,3,3,0,0,0,0
MSTRG.20479|Gm45769,7,6,24,6,10,4,8,5,9,32,9,2,15,9,16,2,6,22
MSTRG.20478,16,15,43,5,5,2,2,10,9,26,49,4,47,26,40,11,4,33
MSTRG.20481|Gm6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20481|Gm23375,26,20,26,16,15,13,15,15,23,18,22,34,8,32,15,13,20,19
MSTRG.20482|Gm6375,5,2,1,3,0,0,2,1,2,4,0,0,0,5,0,0,0,4
ENSMUSG00000107771|Gm8956,19,21,26,14,11,5,8,11,9,15,5,13,1,16,4,16,18,18
MSTRG.20483,13,8,8,59,112,59,137,84,157,32,15,67,11,27,35,21,17,7
MSTRG.20484,8,5,3,42,87,59,91,68,116,31,19,45,7,19,21,13,17,7
MSTRG.20485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.20486|Etv6,5043,4683,3998,8974,13565,10075,12991,10817,13369,5006,5565,5296,3041,5051,5989,5889,5915,5248
MSTRG.20487|Gm43982,0,4,2,11,10,8,7,3,17,3,0,11,3,5,4,4,3,5
MSTRG.20488|Gm43984,6,6,5,5,12,6,20,19,6,8,23,0,3,5,8,4,3,5
MSTRG.20489|Gm17088,65,53,61,50,110,98,138,96,163,27,38,14,30,49,54,83,52,63
MSTRG.20490|Gm17089,26,16,15,13,42,18,56,22,63,17,21,7,14,27,44,13,7,17
MSTRG.20491|1700051K13Rik,6,0,8,3,19,8,22,13,23,1,5,0,0,7,0,2,3,0
ENSMUSG00000107666|4933406J09Rik,0,0,0,0,7,8,16,8,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000030200|Bcl2l14,14,14,0,50,40,71,53,83,69,19,5,44,8,18,3,29,14,16
ENSMUSG00000107767|Gm44448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107728|Gm38910,24,3,14,77,80,83,107,104,79,10,29,7,25,48,36,59,60,36
MSTRG.20494|Gm43952,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20493|Mansc1,221,227,130,642,724,832,808,954,739,222,325,221,249,237,433,636,576,328
MSTRG.20492|Lrp6,1884,1820,1678,3386,3238,3287,3205,3046,3270,2153,1887,2207,1241,1996,1993,1778,1680,1854
MSTRG.20495|Borcs5,383,237,255,611,445,614,436,544,476,455,354,442,211,430,420,327,325,254
MSTRG.20496|Gm44017,5,4,4,5,8,1,5,0,4,1,4,6,3,4,2,2,4,0
MSTRG.20497|Dusp16,547,742,568,798,847,735,709,660,818,887,2385,1043,1862,1052,2990,315,285,550
MSTRG.20498|Gm36328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20500|Gm44084,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,3
MSTRG.20499|Crebl2,483,639,546,906,228,776,262,552,206,807,811,896,547,634,857,460,463,484
MSTRG.20502|Gpr19,457,393,501,303,201,410,183,275,165,402,283,340,136,362,292,484,457,453
MSTRG.20502|Gm44366,0,31,27,12,6,5,4,5,1,10,11,2,4,12,3,14,17,28
MSTRG.20503|2810454H06Rik,37,19,39,28,5,31,8,24,12,35,38,9,18,29,18,37,44,51
MSTRG.20501|Cdkn1b,7494,8471,8844,3118,1733,3005,1886,2583,1660,4536,4649,4222,2678,5095,4637,6110,6294,7633
MSTRG.20505|Lockd,856,1140,1326,551,348,461,438,399,307,621,142,575,83,625,206,1080,997,1190
MSTRG.20504|Gm44238,2,9,6,0,2,6,0,5,4,4,2,7,0,1,0,1,4,0
MSTRG.20505|Apold1,246,44,7,68,24,54,31,43,16,122,25,44,20,125,58,5,76,11
ENSMUSG00000046733|Gprc5a,11,9,4,8,0,15,0,19,0,0,0,0,0,10,0,3,0,0
MSTRG.20506|Ddx47,2043,1944,1918,3719,3614,3623,3492,3477,3879,2705,2042,2695,1275,2476,2389,2241,1871,1906
MSTRG.20508|Hebp1,204,125,114,608,268,741,292,458,238,593,788,611,426,301,626,317,288,316
MSTRG.20509|Gm22881,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0
MSTRG.20510|Gm34391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20511|Gm19434,0,4,0,38,7,25,8,19,3,41,0,32,9,0,4,0,7,0
MSTRG.20512|Fam234b,617,591,413,4321,1074,4196,1048,2603,1070,2741,851,2520,545,1453,985,346,338,309
MSTRG.20513|Gsg1,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0
MSTRG.20507|Dynlt1-ps1,985,1008,962,493,467,480,562,545,487,511,622,633,331,699,623,1014,1080,996
MSTRG.20514|Emp1,88,116,67,22,10,15,19,17,13,92,125,120,98,171,168,11,10,52
MSTRG.20515,3,0,0,13,22,23,25,25,14,25,71,22,38,34,114,14,5,10
MSTRG.20516|Rpl36a-ps3,256,337,210,603,616,562,709,528,588,394,331,409,204,280,407,403,369,307
MSTRG.20517|Atf7ip,5588,5862,5257,3988,3240,4427,3178,3598,3220,3983,3562,3782,1827,3698,3570,4601,4904,5349
MSTRG.20518|Gm44140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042638|Gucy2c,0,0,3,0,3,0,0,5,0,11,5,0,0,11,0,0,0,0
ENSMUSG00000096010|H4f16,11,14,16,20,29,23,32,20,25,10,6,8,7,22,8,22,19,19
MSTRG.20519|Plbd1,11781,12453,12098,179,190,275,204,238,180,7332,10002,6520,6033,9189,8680,4518,4501,7996
MSTRG.20520|Gm44401,247,205,243,9,0,11,6,2,6,139,113,71,75,142,59,67,106,179
MSTRG.20521|H2aj,2184,1901,2281,2389,2271,2806,2301,2641,2067,2671,3506,3127,2178,2651,4021,2367,2145,1650
MSTRG.20522|Gm44364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107899|Gm44069,1,0,0,5,0,0,0,3,0,3,0,0,0,0,2,0,0,0
MSTRG.20526|Art4,94,74,41,913,46,879,76,684,72,550,72,545,35,243,114,57,32,40
MSTRG.20523|Wbp11,5165,4920,5208,9165,10231,10306,9714,9840,10589,7249,4730,7156,2823,5874,5131,6234,6200,5027
MSTRG.20524|BC049715,32,21,52,59,68,50,93,76,64,39,75,37,34,39,58,43,23,40
MSTRG.20525|Smco3,1,4,1,1,1,1,6,2,4,6,4,6,3,1,6,1,1,1
ENSMUSG00000107734|Gm30055,2,0,3,2,3,10,0,0,0,0,0,0,3,3,2,0,0,0
ENSMUSG00000030222|Rerg,5,14,9,5,3,4,0,0,0,0,0,0,0,3,3,8,9,3
ENSMUSG00000107567|4930480K02Rik,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20533|Ptpro,37,40,26,6,23,29,15,23,11,93,953,111,601,197,666,58,56,109
MSTRG.20534|Gm44258,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
MSTRG.20535|Eps8,118,129,86,161,309,186,327,228,344,148,112,237,83,122,107,56,52,74
MSTRG.20536|Gm44106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20537|Strap,2214,2291,2316,5769,7934,5222,7599,5928,7919,3954,2683,3788,1590,3425,2848,3021,2262,2538
MSTRG.20531|Pde6h,40,50,92,14,21,28,28,26,29,24,29,22,13,45,18,32,54,35
MSTRG.20528|Erp27,136,131,34,16,57,20,38,47,105,52,50,31,16,85,60,50,52,63
MSTRG.20529|Erp27,1,5,4,1,2,1,3,3,9,1,2,2,0,5,4,9,27,4
MSTRG.20530|Arhgdib,89823,86055,75776,40748,61899,52093,59418,60531,60527,72268,44811,64604,26112,89455,43492,81813,82876,89817
MSTRG.20532|Pde6h,151,118,122,9,6,8,18,23,2,105,37,64,13,102,18,39,40,50
MSTRG.20538|Dera,921,822,813,1699,2124,1714,1938,1736,2106,1158,701,1118,397,1065,811,1085,866,815
MSTRG.20539|Mgst1,5939,7031,6746,1120,1565,1165,1723,1387,1341,3627,6685,3467,3626,5033,5283,5158,4511,6209
ENSMUSG00000108178|Gm44267,1,1,3,3,2,4,4,3,2,2,4,3,3,2,2,5,2,2
ENSMUSG00000107569|Gm44268,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
MSTRG.20540|Plekha5,369,416,291,850,774,885,758,826,780,646,889,522,431,635,867,236,260,272
MSTRG.20541|Gm25780,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20543|Aebp2,2083,2099,1903,3458,3391,3247,2944,3390,3322,3160,2311,3295,1480,3031,2207,1800,1873,2095
MSTRG.20542|Gm44013,7,4,3,4,0,8,5,12,3,7,2,15,9,17,4,0,0,5
MSTRG.20544|Gm11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20545|Rpl38-ps2,82,92,86,204,121,151,163,158,146,103,64,141,39,94,77,150,119,83
MSTRG.20546|Gm7384,16,34,12,47,37,29,33,22,49,28,19,25,8,15,23,28,23,24
ENSMUSG00000100707|Gm28523,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000041741|Pde3a,17,23,10,10,0,23,5,19,8,5,57,9,51,13,144,10,6,3
ENSMUSG00000107456|Gm10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108169|Gm43958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20547|Slco1a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20548|Gm18159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20549|Gm20400,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.20549|AC134836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20550|Slco1a6,4,5,5,5,5,7,2,5,2,11,16,13,14,10,17,3,2,3
MSTRG.20551|Slco1a6,12,13,5,47,5,35,4,21,2,19,13,24,10,13,15,8,2,5
MSTRG.20552|Pyroxd1,357,393,432,537,514,562,432,521,348,449,511,472,248,520,397,436,454,476
MSTRG.20553|Recql,1331,1340,1232,2860,2391,2615,2369,2418,2312,1781,809,1818,603,1625,1163,1820,1756,1782
MSTRG.20554|Golt1b,879,723,775,1566,1820,1565,1781,1427,1844,1053,797,1058,566,1082,1088,1263,918,1023
ENSMUSG00000071112|Spx,8,11,15,23,4,8,0,27,13,10,8,4,6,24,12,7,8,12
MSTRG.20555|Ldhb,266,321,289,182,441,262,433,354,348,222,507,240,281,343,498,671,696,484
ENSMUSG00000030249|Abcc9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104234|5330439B14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20556|Cmas,2763,2617,2614,3633,2346,3564,2452,2970,2462,2135,1823,1954,1266,2077,2089,2466,2080,2191
ENSMUSG00000048473|Sult6b2,7,20,21,0,0,0,0,0,5,0,4,4,9,8,0,0,0,3
MSTRG.20559|Gm7457,17,33,26,3,0,3,0,0,0,32,16,18,6,21,18,11,15,34
MSTRG.20560|St8sia1,81,74,45,63,8,60,9,120,14,33,22,49,21,67,12,14,6,10
MSTRG.20557|Gm7468,23,8,12,21,20,19,31,19,20,9,13,25,3,21,5,8,9,17
MSTRG.20558|Gm7468,2,5,3,7,2,2,3,4,5,4,0,7,2,3,1,5,4,6
ENSMUSG00000107693|Gm44312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107398|Gm44306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000108094|Gm31108,1,3,0,1,6,9,4,3,4,0,8,0,0,3,1,0,0,2
MSTRG.20563|C2cd5,5414,5289,5370,4750,5086,4731,4820,5081,4750,4256,2179,3740,1344,4520,2466,5912,5641,5345
ENSMUSG00000072679|D6Ertd474e,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
MSTRG.20561|Etnk1,5358,5509,5362,11607,6915,9821,7182,8071,6543,5882,4052,5204,2484,5391,4709,4857,4379,5323
MSTRG.20562|1700126G02Rik,27,29,25,33,20,22,20,23,19,21,19,12,5,19,14,23,22,24
